City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Salinas,US,2020-06-18 19:47:31,36.68,-121.66,82.0,44,1,16.11
271,Sobolevo,RU,2020-06-18 19:58:55,54.43,31.9,66.45,86,1,6.69
272,Mardin,TR,2020-06-18 19:58:55,37.31,40.74,73.13,26,0,8.79
273,Kavaratti,IN,2020-06-18 19:51:49,10.57,72.64,84.13,80,97,15.84
274,Fuling,CN,2020-06-18 19:58:56,29.7,107.39,74.48,76,97,2.39
275,Vila Do Maio,CV,2020-06-18 19:58:56,15.13,-23.22,84.2,54,0,26.4
276,Panguipulli,CL,2020-06-18 19:58:56,-39.63,-72.33,59.0,77,75,11.41
277,Porto-Vecchio,FR,2020-06-18 19:57:53,41.59,9.28,68.0,82,0,2.24
278,Sinazongwe,ZM,2020-06-18 19:58:57,-17.26,27.46,64.24,49,11,2.08
279,Tasiilaq,GL,2020-06-18 19:50:01,65.61,-37.64,42.8,75,100,47.2
280,Ugoofaaru,MV,2020-06-18 19:58:57,5.67,73.0,83.7,75,27,7.18
281,Mount Isa,AU,2020-06-18 19:50:50,-20.73,139.5,62.6,72,0,3.36
282,Sisimiut,GL,2020-06-18 19:58:58,66.94,-53.67,41.85,67,45,14.2
283,Palencia,ES,2020-06-18 19:58:58,42.42,-4.5,68.0,40,20,11.54
284,Dong Xoai,VN,2020-06-18 19:58:58,11.53,106.92,75.54,90,99,2.51
285,Sistranda,NO,2020-06-18 19:58:43,63.73,8.83,59.0,72,20,5.82
286,Flin Flon,CA,2020-06-18 19:58:58,54.77,-101.86,42.8,87,90,14.99
287,Chicla,PE,2020-06-18 19:58:59,-11.71,-76.27,57.18,37,14,2.37
288,Komsomolskiy,UZ,2020-06-18 19:51:21,40.43,71.72,69.8,40,39,4.7
289,Yakeshi,CN,2020-06-18 19:58:59,49.28,120.73,52.56,91,97,4.27
290,Pochutla,MX,2020-06-18 19:56:00,15.74,-96.47,78.8,83,90,3.69
291,Coroico,BO,2020-06-18 19:58:59,-16.19,-67.73,60.8,8,37,9.17
292,Fairbanks,US,2020-06-18 19:49:43,64.84,-147.72,72.0,40,1,3.44
293,Luoyang,CN,2020-06-18 19:59:00,34.68,112.45,71.01,99,20,5.91
294,Constitucion,CL,2020-06-18 19:51:08,-35.33,-72.42,55.62,86,100,23.76
295,Kulhudhuffushi,MV,2020-06-18 19:56:05,6.62,73.07,84.16,77,63,9.6
296,Savannakhet,LA,2020-06-18 19:59:01,16.57,104.75,75.0,94,71,4.52
297,Forlev,DK,2020-06-18 19:59:01,55.38,11.28,68.0,1,94,4.7
298,Evensk,RU,2020-06-18 19:59:01,61.95,159.23,51.33,81,87,4.14
299,Ola,RU,2020-06-18 19:59:01,59.58,151.28,50.23,86,44,1.36
300,Galle,LK,2020-06-18 19:56:57,6.04,80.22,81.52,86,86,7.94
301,College,US,2020-06-18 19:59:02,64.86,-147.8,72.0,42,40,5.82
302,Bara,NG,2020-06-18 19:59:02,10.37,10.73,76.35,71,50,8.75
303,Otradnoye,RU,2020-06-18 19:59:02,59.78,30.82,69.8,68,75,6.71
304,Lahan,NP,2020-06-18 19:59:02,26.73,86.5,78.06,87,100,12.15
305,Tskaltubo,GE,2020-06-18 19:59:02,42.33,42.6,68.0,94,90,3.36
306,Beringovskiy,RU,2020-06-18 19:51:44,63.05,179.32,49.68,55,0,0.63
307,Nampula,MZ,2020-06-18 19:54:05,-15.12,39.27,62.64,98,22,5.64
308,Dwarka,IN,2020-06-18 19:51:27,22.24,68.97,85.39,81,0,22.41
309,Villamaria,CO,2020-06-18 19:59:03,5.04,-75.51,78.8,69,40,2.24
310,Meadow Lake,US,2020-06-18 19:59:03,34.8,-106.54,89.01,8,40,4.7
311,Sivaki,RU,2020-06-18 19:59:04,52.63,126.75,53.89,75,100,4.45
312,Iquique,CL,2020-06-18 19:58:21,-20.22,-70.14,62.6,72,90,5.82
313,Almaznyy,RU,2020-06-18 19:59:04,48.04,40.05,73.4,46,20,8.95
314,Sorrento,IT,2020-06-18 19:59:04,40.63,14.37,69.8,73,0,4.7
315,Grindavik,IS,2020-06-18 19:57:27,63.84,-22.43,50.0,81,75,24.16
316,Vikhorevka,RU,2020-06-18 19:59:05,56.12,101.16,55.4,58,1,8.95
317,Karatuzskoye,RU,2020-06-18 19:59:05,53.61,92.87,53.38,93,40,3.96
318,Trincomalee,LK,2020-06-18 19:59:05,8.57,81.23,82.69,77,98,16.82
319,Port Hardy,CA,2020-06-18 19:59:05,50.7,-127.42,59.0,82,90,4.7
320,Salalah,OM,2020-06-18 19:59:06,17.02,54.09,84.2,89,20,4.7
321,Umm Lajj,SA,2020-06-18 19:59:06,25.02,37.27,83.48,51,0,10.16
322,Fredericksburg,US,2020-06-18 19:58:53,38.3,-77.46,80.6,61,90,8.05
323,Kaeo,NZ,2020-06-18 19:50:04,-35.1,173.78,46.0,3,0,1.01
324,Sinnamary,GF,2020-06-18 19:51:35,5.38,-52.95,79.88,83,77,10.33
325,Awbari,LY,2020-06-18 19:59:07,26.59,12.78,84.36,14,0,8.79
326,Wiarton,CA,2020-06-18 19:59:07,44.74,-81.13,77.0,57,20,4.7
327,La Ronge,CA,2020-06-18 19:59:07,55.1,-105.28,57.2,41,75,11.41
328,Alta Floresta,BR,2020-06-18 19:59:07,-9.88,-56.09,89.6,43,40,8.05
329,Makakilo City,US,2020-06-18 19:54:08,21.35,-158.09,78.8,83,90,5.82
330,Filingue,NE,2020-06-18 19:59:08,14.35,3.32,97.83,30,100,4.32
331,Port Pirie,AU,2020-06-18 19:59:08,-33.18,138.02,55.4,50,0,17.22
332,Sao Filipe,CV,2020-06-18 19:51:49,14.9,-24.5,80.55,63,0,14.97
333,Noumea,NC,2020-06-18 19:58:32,-22.28,166.46,64.4,88,96,3.36
334,Saint-Joseph,RE,2020-06-18 19:57:38,-21.37,55.62,69.8,68,40,12.75
335,Seymchan,RU,2020-06-18 19:59:09,62.88,152.43,68.56,41,100,1.03
336,Oeiras,BR,2020-06-18 19:59:09,-7.03,-42.13,83.97,42,0,5.39
337,Jiexiu,CN,2020-06-18 19:59:09,37.02,111.91,68.38,65,72,2.95
338,Worland,US,2020-06-18 19:59:09,44.02,-107.96,66.99,39,1,5.82
339,Athens,GR,2020-06-18 19:56:16,37.98,23.72,79.0,47,20,8.81
340,Aswan,EG,2020-06-18 19:59:10,24.09,32.91,86.81,16,25,14.81
341,Inirida,CO,2020-06-18 19:59:10,3.87,-67.92,80.04,89,34,4.05
342,Soe,ID,2020-06-18 19:50:56,-9.86,124.28,63.79,100,62,3.87
343,Vostok,RU,2020-06-18 19:49:59,46.49,135.88,46.45,100,92,1.41
344,Lakes Entrance,AU,2020-06-18 19:59:11,-37.88,147.98,47.53,75,46,5.19
345,Necochea,AR,2020-06-18 19:54:55,-38.55,-58.74,53.01,89,2,4.0
346,Nuuk,GL,2020-06-18 19:57:11,64.18,-51.72,42.8,75,75,12.75
347,Vanimo,PG,2020-06-18 19:59:11,-2.67,141.3,77.5,86,8,4.29
348,Trujillo,PE,2020-06-18 19:57:41,-8.12,-79.03,68.23,72,9,10.09
349,Waipawa,NZ,2020-06-18 19:59:12,-41.41,175.52,53.01,93,100,25.28
350,Calamar,CO,2020-06-18 19:59:12,10.25,-74.91,91.4,63,20,9.17
351,Baudh,IN,2020-06-18 19:59:12,20.84,84.32,82.38,71,91,3.56
352,Sokol,RU,2020-06-18 19:59:12,59.46,40.12,58.68,82,100,6.76
353,Cururupu,BR,2020-06-18 19:51:46,-1.83,-44.87,78.49,93,52,4.36
354,Yumen,CN,2020-06-18 19:58:37,40.28,97.2,69.75,21,25,4.27
355,Mogzon,RU,2020-06-18 19:59:13,51.74,111.96,45.54,64,1,1.12
356,Nemuro,JP,2020-06-18 19:59:13,43.32,145.57,53.96,95,95,7.7
357,Richards Bay,ZA,2020-06-18 19:51:20,-28.78,32.04,58.66,80,93,2.86
358,Mahajanga,MG,2020-06-18 19:59:13,-15.72,46.32,77.0,50,20,11.41
359,Qaqortoq,GL,2020-06-18 19:56:01,60.72,-46.03,46.4,61,40,9.17
360,Ahuimanu,US,2020-06-18 19:59:14,21.44,-157.84,80.6,69,75,12.75
361,Te Anau,NZ,2020-06-18 19:50:31,-45.42,167.72,31.5,96,43,0.49
362,Diffa,NE,2020-06-18 19:59:14,13.32,12.61,88.21,47,12,8.37
363,Tumut,AU,2020-06-18 19:59:15,-35.3,148.22,43.14,83,0,2.55
364,Kunda,IN,2020-06-18 19:59:15,25.72,81.52,84.79,73,100,5.21
365,Svetlogorsk,BY,2020-06-18 19:51:05,52.63,29.73,66.79,86,44,7.96
366,Sarakhs,IR,2020-06-18 19:59:15,36.54,61.16,82.4,17,0,4.7
367,Maymyo,MM,2020-06-18 19:59:15,22.03,96.47,67.24,99,100,1.25
368,Iskateley,RU,2020-06-18 19:59:16,67.68,53.15,45.25,58,100,5.93
369,Sao Goncalo Do Sapucai,BR,2020-06-18 19:59:16,-21.89,-45.6,63.73,72,42,3.06
370,San Vicente,AR,2020-06-18 19:59:16,-26.62,-54.13,71.51,72,54,5.1
371,Eyrarbakki,IS,2020-06-18 19:51:10,63.86,-21.15,53.6,54,75,17.22
372,Cherskiy,RU,2020-06-18 19:50:05,68.75,161.3,69.13,36,0,7.52
373,Rio Grande,BR,2020-06-18 19:55:02,-32.03,-52.1,64.4,88,75,1.12
374,Annau,TM,2020-06-18 19:59:18,37.89,58.52,86.0,19,0,11.41
375,Puerto Escondido,MX,2020-06-18 19:50:43,15.85,-97.07,89.6,66,75,9.17
376,Sharjah,AE,2020-06-18 19:59:19,25.36,55.4,93.2,67,35,6.93
377,Vaitape,PF,2020-06-18 19:59:19,-16.52,-151.75,80.73,78,100,4.29
378,Lompoc,US,2020-06-18 19:57:29,34.64,-120.46,69.8,64,0,13.87
379,Dalvik,IS,2020-06-18 19:59:19,65.97,-18.53,57.2,54,0,4.7
380,Gubkinskiy,RU,2020-06-18 19:59:19,64.43,76.5,39.09,72,35,12.48
381,Vila Velha,BR,2020-06-18 19:50:46,-20.33,-40.29,75.2,73,2,5.82
382,Hami,CN,2020-06-18 19:59:20,42.8,93.45,82.02,21,32,18.52
383,Yerofey Pavlovich,RU,2020-06-18 19:59:20,53.97,121.97,52.43,93,100,6.24
384,Kavarna,BG,2020-06-18 19:59:20,43.43,28.33,66.2,93,75,6.93
385,Merauke,ID,2020-06-18 19:59:21,-8.47,140.33,78.21,79,56,17.09
386,Carnarvon,AU,2020-06-18 19:59:21,-24.87,113.63,59.0,72,0,11.41
387,Wilmington,US,2020-06-18 19:57:03,34.23,-77.94,78.8,57,75,8.05
388,Dalby,AU,2020-06-18 19:59:21,-27.18,151.27,48.99,98,0,14.12
389,Hellin,ES,2020-06-18 19:59:21,38.51,-1.7,75.2,53,20,12.75
390,Saint George,US,2020-06-18 19:49:47,37.1,-113.58,87.01,12,1,9.17
391,Uromi,NG,2020-06-18 19:59:22,6.7,6.33,69.91,100,100,5.73
392,Hurghada,EG,2020-06-18 19:59:22,27.26,33.81,89.6,22,0,23.04
393,Bowling Green,US,2020-06-18 19:59:22,36.99,-86.44,82.4,48,40,6.35
394,Russkaya Polyana,UA,2020-06-18 19:59:22,49.42,31.92,66.96,83,99,9.62
395,Pontes E Lacerda,BR,2020-06-18 19:59:23,-15.23,-59.34,87.78,41,85,5.39
396,Jalu,LY,2020-06-18 19:51:22,29.03,21.55,83.88,23,0,12.08
397,Nabire,ID,2020-06-18 19:59:23,-3.37,135.48,76.91,87,67,2.64
398,Husavik,IS,2020-06-18 19:50:18,66.04,-17.34,57.2,54,75,4.7
399,Bahia Honda,CU,2020-06-18 19:59:23,22.9,-83.16,85.68,71,46,3.91
400,Vardo,NO,2020-06-18 19:51:09,70.37,31.11,44.6,81,39,16.11
401,Pocatello,US,2020-06-18 19:59:24,42.87,-112.45,64.0,48,20,4.7
402,Orlik,RU,2020-06-18 19:59:24,52.52,99.83,54.12,74,99,2.24
403,Ponta Delgada,PT,2020-06-18 19:59:24,37.73,-25.67,64.4,82,75,12.75
404,Chapais,CA,2020-06-18 19:59:24,49.78,-74.85,91.4,22,1,12.75
405,Canon City,US,2020-06-18 19:59:25,38.44,-105.24,75.2,23,1,9.17
406,Kalmunai,LK,2020-06-18 19:59:25,7.42,81.82,82.35,75,69,4.45
407,Kirensk,RU,2020-06-18 19:59:25,57.79,108.11,45.21,92,0,3.44
408,Hovd,MN,2020-06-18 19:59:25,48.01,91.64,61.79,33,100,8.01
409,Labuhan,ID,2020-06-18 19:50:44,-6.88,112.21,77.95,87,1,7.16
410,Itoman,JP,2020-06-18 19:59:25,26.12,127.67,82.4,94,20,16.11
411,Hohhot,CN,2020-06-18 19:59:26,40.81,111.65,60.8,63,0,6.71
412,Labuan,MY,2020-06-18 19:59:26,5.28,115.24,78.8,94,75,3.36
413,Santa Cruz,BO,2020-06-18 19:59:26,-17.8,-63.17,86.0,51,40,19.46
414,Tevaitoa,PF,2020-06-18 19:59:26,-16.78,-151.5,80.4,77,100,3.44
415,Jumla,NP,2020-06-18 19:58:32,29.27,82.18,60.39,71,63,0.47
416,Bani,DO,2020-06-18 19:59:27,18.28,-70.33,91.4,59,40,16.11
417,Castrillon,ES,2020-06-18 19:59:27,43.4,-6.79,60.8,77,90,2.24
418,Buala,SB,2020-06-18 19:50:35,-8.14,159.59,80.47,78,0,3.13
419,Port Macquarie,AU,2020-06-18 19:47:02,-31.43,152.92,53.01,97,70,2.42
420,Sibolga,ID,2020-06-18 19:59:28,1.74,98.78,75.94,77,61,4.05
421,Jarva-Jaani,EE,2020-06-18 19:59:28,59.04,25.89,64.24,95,80,5.17
422,Vila Franca Do Campo,PT,2020-06-18 19:59:28,37.72,-25.43,64.4,82,75,12.75
423,Deputatskiy,RU,2020-06-18 19:59:29,69.3,139.9,70.86,48,55,1.3
424,Lakshettipet,IN,2020-06-18 19:59:29,18.87,79.22,80.8,76,87,8.95
425,Khani,GE,2020-06-18 19:50:35,41.96,42.96,68.0,94,90,3.36
426,Barrhead,GB,2020-06-18 19:59:29,55.8,-4.39,59.0,72,61,16.11
427,Kouango,CF,2020-06-18 19:59:29,4.99,19.96,73.81,90,100,1.77
428,Pahrump,US,2020-06-18 19:57:29,36.21,-115.98,93.99,6,0,1.99
429,Ambon,ID,2020-06-18 19:59:30,-3.7,128.18,80.01,14,14,12.44
430,Faanui,PF,2020-06-18 19:50:02,-16.48,-151.75,79.9,79,100,3.94
431,Coahuayana,MX,2020-06-18 19:59:30,18.73,-103.68,87.8,55,40,11.41
432,Bartlesville,US,2020-06-18 19:59:31,36.75,-95.98,91.4,43,20,13.87
433,Alberton,CA,2020-06-18 19:59:31,46.82,-64.07,79.57,60,19,16.67
434,Arman,RU,2020-06-18 19:49:59,59.7,150.17,51.76,85,72,1.88
435,Namibe,AO,2020-06-18 19:51:32,-15.2,12.15,71.35,71,0,2.93
436,Ixtapa,MX,2020-06-18 19:50:41,20.7,-105.2,87.8,45,5,10.29
437,Mastic Beach,US,2020-06-18 19:59:32,40.77,-72.85,75.99,73,75,6.93
438,Farafangana,MG,2020-06-18 19:59:32,-22.82,47.83,66.92,83,15,7.83
439,Homa Bay,KE,2020-06-18 19:59:32,-0.53,34.46,73.4,78,40,3.36
440,Sorland,NO,2020-06-18 19:59:32,67.67,12.69,48.2,81,40,18.34
441,Esso,RU,2020-06-18 19:59:32,55.93,158.7,54.41,71,100,3.91
442,Najran,SA,2020-06-18 19:46:34,17.49,44.13,87.8,14,40,2.93
443,Maraa,BR,2020-06-18 19:59:33,-1.83,-65.37,84.02,79,94,2.68
444,Beidao,CN,2020-06-18 19:59:33,34.57,105.89,64.18,57,64,4.29
445,Dargaville,NZ,2020-06-18 19:59:33,-35.93,173.88,46.04,92,8,5.91
446,Tena,EC,2020-06-18 19:59:34,-0.98,-77.82,86.0,66,40,3.36
447,Stara Moravica,RS,2020-06-18 19:59:34,45.87,19.47,66.2,88,40,4.7
448,Kenai,US,2020-06-18 19:51:25,60.55,-151.26,60.8,55,40,4.7
449,Puerto Carreno,CO,2020-06-18 19:59:09,6.19,-67.49,82.4,78,40,5.82
450,Fort Nelson,CA,2020-06-18 19:59:35,58.81,-122.7,69.8,60,40,3.36
451,Yima,CN,2020-06-18 19:59:35,34.74,111.88,71.01,99,82,5.93
452,Ormara,PK,2020-06-18 19:51:33,25.21,64.64,84.13,85,3,9.17
453,Itarema,BR,2020-06-18 19:59:36,-2.92,-39.92,81.0,77,46,12.33
454,Hatta,IN,2020-06-18 19:59:36,24.12,79.6,81.3,70,100,15.37
455,Kiama,AU,2020-06-18 19:59:36,-34.68,150.87,48.0,83,3,7.0
456,Changji,CN,2020-06-18 19:59:36,44.02,87.32,69.8,46,85,2.24
457,Namatanai,PG,2020-06-18 19:59:37,-3.67,152.43,79.7,82,3,5.97
458,Kisiwani,TZ,2020-06-18 19:59:37,-4.13,37.95,67.51,76,70,4.12
459,Jijiga,ET,2020-06-18 19:59:37,9.35,42.8,63.9,76,83,11.14
460,Peniche,PT,2020-06-18 19:59:38,39.36,-9.38,66.99,76,0,10.0
461,Axim,GH,2020-06-18 19:59:38,4.87,-2.24,77.36,84,100,8.52
462,Bonthe,SL,2020-06-18 19:58:08,7.53,-12.51,79.03,87,100,8.75
463,San Luis,AR,2020-06-18 19:59:38,-33.3,-66.34,63.63,28,90,10.76
464,Presidencia Roque Saenz Pena,AR,2020-06-18 19:59:38,-26.79,-60.44,79.0,52,12,1.99
465,Susanville,US,2020-06-18 19:57:15,40.42,-120.65,73.4,22,1,5.82
466,Seminole,US,2020-06-18 19:59:39,28.71,-81.21,90.0,52,75,9.17
467,Tacuarembo,UY,2020-06-18 19:59:39,-31.73,-55.98,61.05,82,99,9.48
468,Urumqi,CN,2020-06-18 19:59:39,43.8,87.6,69.8,46,100,2.24
469,Verkhnyaya Sinyachikha,RU,2020-06-18 19:59:39,57.98,61.67,43.25,72,50,2.59
470,Zhigansk,RU,2020-06-18 19:51:49,66.77,123.37,61.72,63,4,5.61
471,Igboho,NG,2020-06-18 19:59:40,8.83,3.75,73.15,92,100,6.93
472,Muisne,EC,2020-06-18 19:59:40,0.6,-80.03,80.6,94,90,8.05
473,Gejiu,CN,2020-06-18 19:59:40,23.31,103.16,60.04,100,91,4.16
474,Celestun,MX,2020-06-18 19:59:41,20.87,-90.4,87.1,63,3,9.69
475,Talcahuano,CL,2020-06-18 19:59:41,-36.72,-73.12,53.6,93,90,12.75
476,Tsabong,BW,2020-06-18 19:51:23,-26.02,22.4,52.88,44,0,7.27
477,Hambantota,LK,2020-06-18 19:46:19,6.12,81.12,80.6,94,55,6.93
478,Dawlatabad,AF,2020-06-18 19:59:41,36.41,64.91,73.71,19,0,1.77
479,Fatezh,RU,2020-06-18 19:59:42,52.09,35.86,75.2,57,99,11.18
480,Caiaponia,BR,2020-06-18 19:59:42,-16.96,-51.81,77.09,54,91,4.0
481,Campbell River,CA,2020-06-18 19:59:42,50.02,-125.24,66.2,59,75,3.36
482,Melioratorov,RU,2020-06-18 19:59:42,57.21,65.61,44.6,81,2,6.71
483,Mehran,IR,2020-06-18 19:59:42,33.12,46.16,73.4,31,0,4.7
484,Saint-Augustin,CA,2020-06-18 19:59:43,51.23,-58.65,57.76,93,100,2.28
485,Harper,LR,2020-06-18 19:59:43,4.38,-7.72,78.57,77,86,6.64
486,Bengkulu,ID,2020-06-18 19:46:16,-3.8,102.27,75.96,89,97,4.34
487,Severo-Yeniseyskiy,RU,2020-06-18 19:59:43,60.37,93.04,51.78,71,85,5.37
488,San Martin,AR,2020-06-18 19:59:43,-33.08,-68.47,60.8,31,20,8.05
489,Morgan City,US,2020-06-18 19:59:43,29.7,-91.21,89.01,48,1,3.98
490,Cuajinicuilapa,MX,2020-06-18 19:59:44,16.47,-98.42,93.97,46,68,12.3
491,Ranau,MY,2020-06-18 19:59:44,5.95,116.66,75.2,100,20,4.7
492,Auki,SB,2020-06-18 19:51:28,-8.77,160.7,78.3,85,1,3.2
493,Port Augusta,AU,2020-06-18 19:56:56,-32.5,137.77,55.4,50,0,17.22
494,Vredendal,ZA,2020-06-18 19:59:44,-31.67,18.5,65.23,34,0,14.56
495,Marrakesh,MA,2020-06-18 19:59:45,31.63,-8.01,77.0,47,75,10.29
496,Taoudenni,ML,2020-06-18 19:55:14,22.68,-3.98,105.4,8,0,11.03
497,Dehloran,IR,2020-06-18 19:59:45,32.69,47.27,93.29,13,0,8.14
498,Asheville,US,2020-06-18 19:57:54,35.6,-82.55,70.0,82,90,8.05
499,Ganzhou,CN,2020-06-18 19:59:45,28.82,115.43,70.75,92,96,4.88
500,Black River,JM,2020-06-18 19:59:46,18.03,-77.85,84.2,79,40,5.82
501,Kirakira,SB,2020-06-18 19:59:46,-10.45,161.92,79.75,84,7,10.16
502,Ifo,NG,2020-06-18 19:59:46,6.81,3.2,73.4,100,20,4.7
503,General Roca,AR,2020-06-18 19:59:47,-39.03,-67.58,57.2,44,100,6.93
504,Tamuin,MX,2020-06-18 19:59:47,21.98,-98.75,93.27,49,27,7.11
505,Curillo,CO,2020-06-18 19:59:47,1.03,-75.92,86.05,63,81,3.44
506,Pagudpud,PH,2020-06-18 19:59:47,18.56,120.79,80.71,74,22,2.95
507,El Alto,PE,2020-06-18 19:51:36,-4.27,-81.21,78.8,65,0,17.22
508,Point Pedro,LK,2020-06-18 19:59:48,9.82,80.23,83.97,80,99,18.21
509,Maumere,ID,2020-06-18 19:59:48,-8.62,122.21,78.89,82,19,7.16
510,Srandakan,ID,2020-06-18 19:59:48,-7.94,110.25,77.27,86,43,10.96
511,Kahului,US,2020-06-18 19:57:32,20.89,-156.47,84.2,54,20,24.16
512,Nara,JP,2020-06-18 19:57:37,34.69,135.8,64.99,98,100,7.02
513,Daru,PG,2020-06-18 19:59:49,-9.08,143.21,78.17,83,100,16.49
514,Half Moon Bay,US,2020-06-18 19:57:28,37.46,-122.43,90.0,55,1,10.29
515,Todos Santos,MX,2020-06-18 19:59:49,23.45,-110.22,72.0,79,0,7.0
516,Victoria Point,AU,2020-06-18 19:59:49,-27.58,153.3,60.01,81,92,10.4
517,Helong,CN,2020-06-18 19:59:50,42.54,129.0,55.35,90,99,2.59
518,Filadelfia,US,2020-06-18 19:50:01,39.95,-75.16,82.99,61,40,8.05
519,Marand,IR,2020-06-18 19:57:11,38.43,45.77,77.0,29,20,9.17
520,The Valley,AI,2020-06-18 19:59:51,18.22,-63.06,89.6,66,40,16.11
521,Launceston,AU,2020-06-18 19:59:51,-41.45,147.17,42.01,100,100,6.93
522,Dali,CN,2020-06-18 19:59:51,25.7,100.18,62.02,81,100,3.44
523,Nelson Bay,AU,2020-06-18 19:59:52,-32.72,152.15,50.0,100,90,4.7
524,Sao Felix Do Xingu,BR,2020-06-18 19:59:52,-6.64,-51.99,83.44,57,55,5.93
525,Boden,SE,2020-06-18 19:50:17,65.83,21.69,62.6,93,31,5.82
526,Barabai,ID,2020-06-18 19:59:52,-2.58,115.38,74.77,94,96,1.12
527,Mayo,US,2020-06-18 19:59:53,38.89,-76.51,81.0,73,1,9.17
528,Punta Cardon,VE,2020-06-18 19:59:53,11.66,-70.22,84.49,68,0,29.62
529,Srostki,RU,2020-06-18 19:59:53,52.42,85.7,53.31,75,28,6.93
530,Ekibastuz,KZ,2020-06-18 19:59:53,51.67,75.37,55.11,63,100,12.19
531,Okha,RU,2020-06-18 19:50:46,53.57,142.95,39.6,97,100,9.1
532,Witu,KE,2020-06-18 19:59:54,-2.39,40.44,76.41,83,64,15.37
533,Jaque,PA,2020-06-18 19:59:54,7.52,-78.17,82.98,74,100,3.58
534,Omboue,GA,2020-06-18 19:51:18,-1.57,9.26,73.0,88,94,6.22
535,Milas,TR,2020-06-18 19:59:55,37.32,27.78,75.2,57,0,4.7
536,Myitkyina,MM,2020-06-18 19:59:55,25.38,97.4,75.6,96,100,1.79
537,Adrar,MR,2020-06-18 19:46:07,20.5,-10.07,101.43,14,56,14.25
538,Poum,NC,2020-06-18 19:59:55,-20.23,164.02,74.39,75,100,14.07
539,Da Nang,VN,2020-06-18 19:59:56,16.07,108.22,82.4,78,20,2.24
540,Veliko Gradiste,RS,2020-06-18 19:59:56,44.76,21.51,64.0,92,67,5.14
541,Biak,ID,2020-06-18 19:59:56,-0.91,122.88,77.13,82,68,6.96
